FACILITYID,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,matched_fips,dist_to_tract_m,avg_pm25,pesticide_mean_kg,trafficProx,mean_ozone_pcntl,dist_to_tract_m_pcntl,avg_pm25_pcntl,pesticide_mean_kg_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len,urban
10006510,0,736.7719298245614,41.676000000000016,0.7354999762739219,21.08076009501188,96.1890243902439,85.21046643913537,88.40653728294178,62.51687732789039,59.040000000000006,06073010015,3739,10.516666412353516,135.08335876464844,0,46.84959349593496,72.96747967479675,97.30691056910568,92.24489795918367,53.40447154471545,69.64657543195301,0.01071000098882802,10.152808874897758,5.657007212741859,9.75609756097561,99.4410569105691,92.27642276422763,44.73466664667042,58.966039802171274,90.65040650406505,277,OTAY MESA DETENTION CENTER,7488 CALZADA DE LA FUENTE,SAN DIEGO,CA,92154,-999,(619) 671-8750,FEDERAL,OPEN,1225,SAN DIEGO,06073,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detain/detention-management,2024-01-12,IMAGERY/OTHER,2024-02-01,https://www.ice.gov/detention-facility/otay-mesa-detention-center,MEDIUM,-999,5.945273415e-6,0.009919648527582,FALSE
10006179,0,106.55405405405403,46.57571428571431,0.01880252696991307,21.08076009501188,63.363821138211385,93.11717861205916,95.81205311542391,58.754941085678,65.2975,06019008303,4454,9.90666675567627,135.43685913085938,10.635407778822351,88.6178861788618,78.2520325203252,94.66463414634147,92.39795918367348,55.58943089430895,80.45848971564556,0.01946399607303673,0.6590494574445009,0.6645508438874621,29.979674796747968,71.03658536585365,69.20731707317073,52.822668373995086,64.01203305843954,96.64634146341463,1136,FCI MENDOTA,33500 WEST CALIFORNIA AVENUE,MENDOTA,CA,93640,-999,(559) 274-4000,FEDERAL,OPEN,957,FRESNO,06019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/men/,2016-02-16,IMAGERY/OTHER,2024-01-12,https://www.bop.gov/locations/institutions/men/,MEDIUM,-999,2.0295643026e-5,0.019168648103917,FALSE
10000771,0.2414997837514293,180.8181818181818,18.27000000000004,71.25873084962898,23.75296912114014,75.96544715447155,0.17064846416382254,2.093973442288049,5.039087376656832,45.959,06015000203,9641,7.549999952316284,88.82683563232422,0,1.2703252032520325,92.98780487804879,46.1890243902439,79.13265306122449,53.40447154471545,29.686746880590714,0.01766476897414404,0.01515610955840872,0.03214826109963591,25.152439024390244,1.2703252032520325,12.804878048780488,7.4237525711721934,14.049862276139914,0.9654471544715447,1518,ALDER CONSERVATION CAMP #20,1400 ALDER CAMP ROAD,KLAMATH,CA,95548,-999,(707) 482-4511,STATE,OPEN,-999,DEL NORTE,06015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017-10-25,IMAGERY/OTHER,2024-01-22,https://www.cdcr.ca.gov/facility-locator/conservation-camps/alder/,MINIMUM,-999,3.008128715e-6,0.008964251893894,FALSE
10005258,0,4214.166666666667,35.50000000000003,44.30830025622918,21.08076009501188,99.08536585365853,67.00796359499431,18.84576098059244,40.300364149191324,60.7115,06089012605,12118,8.449999809265137,12.903985023498535,0,61.78861788617886,95.27439024390245,76.57520325203252,20.51020408163265,53.40447154471545,54.7903511893399,0.5138174317011927,0.03887115014102559,0.04356246840249084,96.23983739837398,9.247967479674797,17.88617886178862,25.155883876019804,40.082199738183675,34.857723577235774,1608,SUGAR PINE CONSERVATION CAMP #9,15905 SUGAR PINE CAMP ROAD,BELLA VISTA,CA,96008,-999,(530) 472-3027,STATE,OPEN,-999,SHASTA,06089,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015-11-01,IMAGERY/OTHER,2015-11-01,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,3.927066246e-6,0.007835076968071,FALSE
10005267,0,4294.092592592592,41.910000000000025,15.155182793988171,21.08076009501188,99.13617886178862,85.60864618885097,53.72829417773238,55.68135313338297,53.401,06021010300,25598,7.766666531562805,0.02050294168293476,0,6.605691056910569,97.91666666666666,53.91260162601627,5.510204081632653,53.40447154471545,25.248878642834637,0.01147497121779563,0.0264170847706923,0.1159535535204042,11.178861788617885,4.0650406504065035,39.53252032520325,12.156419004964631,31.028883593727414,11.33130081300813,1671,SALT CREEK CONSERVATION CAMP #7,10655 ROUND VALLEY ROAD,PASKENTA,CA,96074,-999,(530) 833-5497,STATE,OPEN,-999,TEHAMA,06103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017-10-26,IMAGERY/OTHER,2017-10-26,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,3.8021808e-6,0.008030218511061,FALSE
10005319,0.03538194491362421,92.69642857142856,47.37666666666669,0.00250737463126843,21.79334916864608,59.60365853658537,93.91353811149033,97.13993871297242,58.67197812444142,62.548,06027000200,9157,6.341666579246521,20.289663314819336,0,76.1178861788618,92.58130081300813,17.428861788617887,27.60204081632653,53.40447154471545,44.82905333682917,0.00787659753036395,0.02342063931405916,0.1667583313978458,4.776422764227642,3.0995934959349594,48.22154471544716,8.937503116567994,37.479511525946194,26.473577235772357,1674,OWENS VALLEY CONSERVATION CAMP #26,2781 SOUTH ROUND VALLEY ROAD,BISHOP,CA,93514,-999,(760) 387-2686,STATE,OPEN,-999,INYO,06027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017-09-19,IMAGERY/OTHER,2024-02-26,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,3.768608167e-6,0.008489470521429,FALSE
10005362,1.7977157686661531,9.607843137254902,37.43000000000001,1.6131830255099402,31.76959619952494,25.660569105691057,74.68714448236634,84.1164453524004,47.571975493220634,64.629,06111005205,2078,7.444444338480632,77.98394012451172,0,86.53455284552845,53.65853658536586,42.1239837398374,74.54081632653062,53.40447154471545,60.0158437576852,0.07277769511657207,0.4574080261518679,2.3695669697044948,71.84959349593495,66.46341463414635,84.5528455284553,73.91145147341969,60.49975690810851,93.4451219512195,1675,VENTURA CONSERVATION CAMP #46,2800 WRIGHT ROAD,CAMARILLO,CA,93010,-999,(805) 983-1332,STATE,OPEN,-999,VENTURA,06111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2024-02-27,IMAGERY/OTHER,2024-09-18,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,110,1.162351509e-6,0.004772934492508,FALSE
10005275,0,126.20408163265306,37.34000000000003,21.558788154632808,21.08076009501188,67.83536585365853,74.23208191126281,43.97344228804903,46.48160712632939,53.401,06021010300,19227,6.666666626930237,0.0301683247089386,0,6.605691056910569,97.5609756097561,22.713414634146343,5.76530612244898,53.40447154471545,21.417824874528275,0.01381311390800117,0.0240910667469688,0.07074160537298224,16.819105691056908,3.3028455284552845,29.115853658536583,11.738345731083188,26.54592591064695,6.046747967479675,1692,VALLEY VIEW CONSERVATION CAMP #34,3339 COUNTY ROAD 307,ELK CREEK,CA,95939,-999,(530) 968-5107,STATE,OPEN,107,GLENN,06021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015-12-31,IMAGERY/OTHER,2019-11-25,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,115,1.761441581e-6,0.005355664708308,FALSE
10005263,27.540506403196336,121.48148148148148,45.79000000000002,0.24631617950001253,84.26365795724465,67.02235772357723,92.09328782707622,91.87946884576098,83.14317709804224,66.6245,06035040303,8538,12.791666746139526,24.069313049316406,0,91.92073170731707,92.02235772357723,99.49186991869918,33.92857142857143,53.40447154471545,68.65110368255344,0.00732296310916217,0.09834198987888251,0.09629707617662812,4.217479674796748,30.945121951219512,34.90853658536585,16.577751040917295,56.124010607170995,85.46747967479675,2354,ANTELOPE CONSERVATION CAMP #25,711-045 CENTER ROAD,SUSANVILLE,CA,96127,-999,(530) 257-2181,STATE,OPEN,-999,LASSEN,06035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015-12-31,IMAGERY/OTHER,2024-01-22,https://www.cdcr.ca.gov/facility-locator/conservation-camps/antelope/,MINIMUM,-999,2.344619588e-6,0.007628873784976,FALSE
10000772,0,373.6621621621622,51.09037037037041,0,21.08076009501188,90.29471544715447,96.58703071672356,100,65.48123378222121,59.068,06035040600,2161,11.033333460489908,32.84891891479492,0,47.20528455284553,54.92886178861789,98.06910569105692,43.673469387755105,53.40447154471545,56.83603198456607,0.00825272408396156,0.03970747101525354,0.6980840045137213,5.182926829268292,9.654471544715447,69.46138211382113,15.147780442327305,45.82168206970486,55.386178861788615,2443,HERLONG FCI,741-925 ACCESS RD A-25,HERLONG,CA,96113,-999,(530) 827-8000,FEDERAL,OPEN,1354,LASSEN,06035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/her/,2016-02-16,IMAGERY/OTHER,2024-01-12,https://www.bop.gov/locations/institutions/her/,MEDIUM,-999,2.1573842332e-5,0.018473807956341,FALSE
