object_id,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,avg_pm25,pesticide_mean_kg,trafficProx,mean_ozone_pcntl,avg_pm25_pcntl,pesticide_mean_kg_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl,name,full_address,total_female_detainment,total_male_detainment,total_detainment,total_non_criminal,phone_number,type_detailed,fy26_alos,last_updated
1,0,2.6341463414634148,37.00215929203543,3.4575129551331623,25.13368983957219,30.980392156862745,60.78431372549019,67.84313725490196,42.33115815496329,53.788,6.533333460489909,64.51976776123047,63.02524478037829,4.705882352941177,14.117647058823529,75.39682539682539,49.01960784313725,22.260328533774082,2.2834327197110635,2.666544538852147,1.3788856751044056,98.82352941176471,90.58823529411765,75.68627450980392,87.83139140334217,50.80762603069318,71.76470588235294,HALL COUNTY DEPARTMENT OF CORRECTIONS,"110 PUBLIC SAFETY DRIVE, GRAND ISLAND, NE 68801",0,13,13,7,308-385-5211,USMS IGA,11,2026-02-12
2,42.123294554033784,578.9767441860465,31.463568904593664,53.40559719969267,91.97860962566845,98.82352941176471,24.705882352941178,5.490196078431373,33.32221454377671,58.8495,7.655555407206218,11.008131980895996,44.06522156675863,43.92156862745098,39.21568627450981,21.428571428571427,42.745098039215684,35.440863896808594,0.03158519478190997,0.1239919154918018,0.075911947403093,49.80392156862745,24.705882352941178,23.92156862745098,30.875774093995403,33.21295084486024,18.43137254901961,HANCOCK COUNTY PUBLIC SAFETY COMPLEX,"8450 HIGHWAY 90, BAY ST. LOUIS, MS 39520",3,23,26,23,228-466-6900,IGSA,2,2026-02-12
3,0,3.116279069767442,29.1011669869742,4.085483786735574,25.13368983957219,32.15686274509804,11.372549019607844,65.88235294117646,27.89582504027586,61.965,7.575000127156576,33.55384826660156,0,68.62745098039215,35.294117647058826,52.38095238095239,30.58823529411765,44.384568540109,0.01540278715207154,0.5907116508409542,0.2450425140177779,26.27450980392157,58.82352941176471,42.35294117647059,40.3016745836489,37.52735605467792,29.01960784313726,HARDIN COUNTY JAIL,"1116 14TH AVENUE, ELDORA, IA 50627",1,42,43,21,641-939-8189,USMS IGA,24,2026-02-12
4,NA,1.6744186046511629,56.467185840708,1.0270259515531597,NA,24.705882352941178,99.6078431372549,83.92156862745098,59.109302238391095,66.199,7.133333285649617,1.8068480491638184,56.70351861517978,90.98039215686275,22.745098039215687,9.920634920634921,46.27450980392157,31.219736130948213,0.00445633292419861,2.286832255060337,3.7536563615409193,1.9607843137254901,87.05882352941177,88.62745098039215,24.732629527920217,38.35388929908651,30.58823529411765,HENDERSON DETENTION,"18 E BASIC ROAD, HENDERSON, NV 89015",19,72,91,61,702-267-5245,USMS IGA,25,2026-02-12
5,23.85177074025378,24.302325581395348,38.51000000000005,10.237546208457951,78.6096256684492,54.11764705882353,68.23529411764706,46.27450980392157,60.539855806973584,65.28,8.78333330154419,170.5975341796875,0,86.66666666666667,78.03921568627452,98.80952380952381,30.58823529411765,67.2402863791411,6.309733085974944,8.267492699372797,7.186300396474755,99.6078431372549,99.6078431372549,94.11764705882352,97.74308551616512,75.17440923409328,99.2156862745098,HILLSBOROUGH COUNTY JAIL,"1201 NORTH ORIENT ROAD, TAMPA, FL 33619",0,4,4,3,813-247-8300,IGSA,1,2026-02-12
7,31.398141081092017,3.6341463414634143,30.388518518518545,5.813216552003196,85.02673796791443,34.90196078431372,17.647058823529413,60.3921568627451,42.1710635906252,59.7135,8.100000023841858,20.220598220825195,0,52.94117647058824,56.86274509803921,30.158730158730158,30.58823529411765,40.82227658747093,0.01390036747168487,0.7705991079595662,0.28506552026479437,20,64.31372549019608,45.09803921568628,38.71064798026953,40.56799605278855,38.82352941176471,HOPKINS COUNTY JAIL,"2250 LAFOON TRAIL, MADISONVILLE, KY 42431",2,164,166,131,270-821-6704,USMS IGA,62,2026-02-12
8,8.344687765319012,41.61904761904762,37.3831418312388,30.144656493763762,52.94117647058824,64.70588235294117,62.35294117647059,18.43137254901961,44.54387483977808,65.1105,10.1833332379659,0.19468748569488523,33.34908089456077,85.49019607843137,94.11764705882352,5.952380952380952,39.21568627450981,37.01983494304815,0.05978041090780527,0.6623396177684635,1.0249381693627304,67.05882352941175,61.568627450980394,67.45098039215686,65.30321397762417,48.95564125348346,64.70588235294117,HOUSTON CONTRACT DETENTION FACILITY,"15850 EXPORT PLAZA DRIVE, HOUSTON, TX 77032",290,595,885,683,281-449-1481,CDF,42,2026-02-12
9,9.5690203995163845,69.69767441860465,33.85314487632512,19.35721700292973,55.61497326203209,74.11764705882354,41.96078431372549,29.01960784313726,47.33279205321927,62.991,8.400000042385527,22.39350128173828,0,74.90196078431373,67.05882352941175,34.92063492063492,30.58823529411765,48.12784518899597,0.01761218925105063,0.6530834657837365,0.17649818981342458,30.19607843137255,60.78431372549019,37.64705882352941,41.03530871409665,45.49864865210397,53.333333333333336,IAH SECURE ADULT DETENTION FACILITY (POLK),"3400 FM 350 SOUTH, LIVINGSTON, TX 77351",0,875,875,629,936-967-8000,DIGSA,67,2026-02-12
10,0,2.142857142857143,52.39904424778763,0.01740774747161001,25.13368983957219,28.235294117647058,95.29411764705881,96.07843137254902,50.48764821480322,67.781,13.216666618982952,69.55924987792969,0,94.50980392156862,99.6078431372549,78.96825396825396,30.58823529411765,69.05487429876915,0.03806621573073917,0.14301825348569838,1.8025788882516105,54.90196078431373,27.84313725490196,78.82352941176471,49.391699152915265,56.31140722216254,85.09803921568627,IMPERIAL REGIONAL DETENTION FACILITY,"1572 GATEWAY, CALEXICO, CA 92231",56,618,674,579,760-618-7200,CDF,67,2026-02-12
11,25.58667396591478,256.6666666666667,32.900881834215184,29.95327521849966,79.67914438502673,94.11764705882352,38.03921568627451,19.215686274509807,48.38667662000971,57.462500000000006,8.066666603088379,154.94845581054688,0,26.27450980392157,55.68627450980392,98.4126984126984,30.58823529411765,45.8112442075387,0.03445209450869766,0.06723694779634513,0.19404013300836803,53.333333333333336,15.294117647058824,39.21568627450981,31.743951823600465,41.98062421704962,41.96078431372549,IRWIN COUNTY DETENTION CENTER,"132 COTTON DRIVE, OCILLA, GA 31772",13,117,130,102,229-468-4121,USMS IGA,14,2026-02-12
12,0,118.48837209302326,32.86321554770323,57.544286686344066,25.13368983957219,86.27450980392157,37.254901960784316,3.5294117647058822,23.107668384934225,59.283,8.733333269755045,25.831457138061523,0,47.45098039215686,77.64705882352942,42.06349206349206,30.58823529411765,46.661370094025806,0.0294965799373396,0.04884647607535418,0.03437713924634881,48.23529411764706,9.411764705882353,9.411764705882353,16.226904660624612,28.66531437986155,10.196078431372548,JACKSON PARISH CORRECTIONAL CENTER,"327 INDUSTRIAL DRIVE, JONESBORO, LA 71251",0,1204,1204,1051,318-259-4742,IGSA,42,2026-02-12
13,0,1.6888888888888889,36.90458553791889,2.731374943536361,25.13368983957219,25.098039215686274,60,72.15686274509804,40.65193612144433,58.15899999999999,6.522222148047553,134.7914581298828,306.13038288850873,35.294117647058826,13.725490196078432,94.84126984126983,83.52941176470588,44.26054364819586,0.0572726683722494,0.10997869255492342,0.04109092623272285,65.09803921568627,22.35294117647059,12.941176470588237,26.604725402357722,37.17240172399931,26.666666666666668,JEFFERSON COUNTY JAIL,"219 EAST FREMONT AVENUE, RIGBY, ID 83442",0,6,6,5,208-745-6574,IGSA,5,2026-02-12
